champion,category,vs_champ,value,with_champ
gnar,GOOD_SYNERGY,,47.63,Ashe
gnar,GOOD_SYNERGY,,47.42,Kai'Sa
gnar,GOOD_SYNERGY,,47.32,Ezreal
gnar,GOOD_SYNERGY,,47.14,Yunara
gnar,GOOD_SYNERGY,,46.43,Nilah
gnar,GOOD_SYNERGY,,41.41,Kalista
gragas,WEAK_MATCHUP,Yasuo,40.78,
gragas,WEAK_MATCHUP,Swain,42.11,
gragas,WEAK_MATCHUP,Ziggs,44.83,
gragas,WEAK_MATCHUP,Senna,44.88,
gragas,WEAK_MATCHUP,Kog'Maw,45.87,
gragas,WEAK_MATCHUP,Nilah,46.15,
gragas,WEAK_MATCHUP,Kalista,46.61,
gragas,WEAK_MATCHUP,Seraphine,46.96,
gragas,WEAK_MATCHUP,Smolder,48.89,
gragas,WEAK_MATCHUP,Corki,48.98,
gragas,WEAK_MATCHUP,Twitch,49.00,
gragas,WEAK_MATCHUP,Sivir,49.64,
gragas,WEAK_MATCHUP,Samira,49.70,
gragas,WEAK_MATCHUP,Aphelios,50.00,
gragas,WEAK_MATCHUP,Hwei,50.00,
gragas,WEAK_MATCHUP,Veigar,50.00,
gragas,WEAK_MATCHUP,Brand,51.71,
gragas,WEAK_MATCHUP,Jhin,51.89,
gragas,WEAK_MATCHUP,Jinx,52.08,
gragas,WEAK_MATCHUP,Tristana,52.27,
gragas,WEAK_MATCHUP,Caitlyn,52.28,
gragas,WEAK_MATCHUP,Miss Fortune,52.41,
gragas,WEAK_MATCHUP,Vayne,53.11,
gragas,WEAK_MATCHUP,Lucian,53.89,
gragas,WEAK_MATCHUP,Ashe,54.00,
gragas,WEAK_MATCHUP,Zeri,54.04,
gragas,WEAK_MATCHUP,Xayah,54.51,
gragas,WEAK_MATCHUP,Varus,55.30,
gragas,WEAK_MATCHUP,Ezreal,55.32,
gragas,WEAK_MATCHUP,Yunara,55.63,
gragas,WEAK_MATCHUP,Kai'Sa,57.21,
gragas,WEAK_MATCHUP,Draven,57.34,
gragas,WEAK_MATCHUP,Mel,61.05,
gragas,GOOD_SYNERGY,,59.77,Corki
gragas,GOOD_SYNERGY,,57.75,Seraphine
gragas,GOOD_SYNERGY,,57.74,Senna
gragas,GOOD_SYNERGY,,56.52,Kalista
gragas,GOOD_SYNERGY,,56.14,Kog'Maw
gragas,GOOD_SYNERGY,,55.00,Ziggs
gragas,GOOD_SYNERGY,,54.72,Twitch
gragas,GOOD_SYNERGY,,54.61,Miss Fortune
gragas,GOOD_SYNERGY,,54.48,Sivir
gragas,GOOD_SYNERGY,,54.32,Ashe
gragas,GOOD_SYNERGY,,54.19,Draven
gragas,GOOD_SYNERGY,,52.94,Nilah
gragas,GOOD_SYNERGY,,52.22,Tristana
gragas,GOOD_SYNERGY,,51.89,Jinx
gragas,GOOD_SYNERGY,,51.64,Yasuo
gragas,GOOD_SYNERGY,,51.19,Kai'Sa
gragas,GOOD_SYNERGY,,51.18,Samira
gragas,GOOD_SYNERGY,,51.16,Caitlyn
gragas,GOOD_SYNERGY,,50.84,Lucian
gragas,GOOD_SYNERGY,,50.54,Smolder
gragas,GOOD_SYNERGY,,49.28,Hwei
gragas,GOOD_SYNERGY,,49.19,Jhin
gragas,GOOD_SYNERGY,,49.17,Zeri
gragas,GOOD_SYNERGY,,48.64,Vayne
gragas,GOOD_SYNERGY,,48.62,Xayah
gragas,GOOD_SYNERGY,,48.29,Ezreal
gragas,GOOD_SYNERGY,,47.96,Yunara
gragas,GOOD_SYNERGY,,47.89,Brand
gragas,GOOD_SYNERGY,,47.67,Varus
gragas,GOOD_SYNERGY,,47.52,Aphelios
graves,WEAK_MATCHUP,Senna,44.90,
graves,WEAK_MATCHUP,Hwei,47.03,
graves,WEAK_MATCHUP,Kog'Maw,48.38,
graves,WEAK_MATCHUP,Seraphine,48.62,
graves,WEAK_MATCHUP,Ashe,49.33,
graves,WEAK_MATCHUP,Ziggs,49.42,
graves,WEAK_MATCHUP,Brand,49.43,
graves,WEAK_MATCHUP,Yasuo,49.60,
graves,WEAK_MATCHUP,Nilah,49.89,
graves,WEAK_MATCHUP,Samira,50.17,
graves,WEAK_MATCHUP,Tristana,50.62,
graves,WEAK_MATCHUP,Jinx,50.97,
graves,WEAK_MATCHUP,Twitch,51.24,
graves,WEAK_MATCHUP,Jhin,51.64,
graves,WEAK_MATCHUP,Aphelios,51.90,
graves,WEAK_MATCHUP,Zeri,51.90,
graves,WEAK_MATCHUP,Caitlyn,51.91,
graves,WEAK_MATCHUP,Sivir,52.09,
graves,WEAK_MATCHUP,Smolder,52.32,
graves,WEAK_MATCHUP,Ezreal,52.44,
graves,WEAK_MATCHUP,Lucian,52.61,
graves,WEAK_MATCHUP,Vayne,52.63,
graves,WEAK_MATCHUP,Kalista,52.64,
graves,WEAK_MATCHUP,Draven,52.66,
graves,WEAK_MATCHUP,Kai'Sa,52.93,
graves,WEAK_MATCHUP,Mel,52.94,
graves,WEAK_MATCHUP,Yunara,53.33,
graves,WEAK_MATCHUP,Miss Fortune,53.67,
graves,WEAK_MATCHUP,Corki,54.78,
graves,WEAK_MATCHUP,Xayah,54.82,
graves,WEAK_MATCHUP,Varus,55.18,
graves,GOOD_SYNERGY,,60.56,Xerath
graves,GOOD_SYNERGY,,57.18,Senna
graves,GOOD_SYNERGY,,55.87,Seraphine
graves,GOOD_SYNERGY,,55.86,Nilah
graves,GOOD_SYNERGY,,55.30,Hwei
graves,GOOD_SYNERGY,,55.27,Brand
graves,GOOD_SYNERGY,,54.51,Swain
graves,GOOD_SYNERGY,,53.18,Ziggs
graves,GOOD_SYNERGY,,52.29,Twitch
graves,GOOD_SYNERGY,,52.12,Samira
graves,GOOD_SYNERGY,,52.01,Smolder
graves,GOOD_SYNERGY,,51.73,Vayne
graves,GOOD_SYNERGY,,51.55,Jinx
graves,GOOD_SYNERGY,,50.86,Ashe
graves,GOOD_SYNERGY,,50.61,Tristana
graves,GOOD_SYNERGY,,50.58,Kalista
graves,GOOD_SYNERGY,,50.35,Caitlyn
graves,GOOD_SYNERGY,,50.29,Miss Fortune
graves,GOOD_SYNERGY,,50.24,Xayah
graves,GOOD_SYNERGY,,50.00,Draven
graves,GOOD_SYNERGY,,50.00,Mel
graves,GOOD_SYNERGY,,49.84,Kog'Maw
graves,GOOD_SYNERGY,,49.79,Kai'Sa
graves,GOOD_SYNERGY,,49.69,Varus
graves,GOOD_SYNERGY,,49.66,Lucian
graves,GOOD_SYNERGY,,49.58,Jhin
graves,GOOD_SYNERGY,,49.39,Ezreal
graves,GOOD_SYNERGY,,49.34,Sivir
graves,GOOD_SYNERGY,,48.69,Aphelios
graves,GOOD_SYNERGY,,48.20,Yunara
graves,GOOD_SYNERGY,,47.64,Corki
graves,GOOD_SYNERGY,,47.19,Zeri
gwen,WEAK_MATCHUP,Samira,41.56,
gwen,WEAK_MATCHUP,Nilah,42.20,
gwen,WEAK_MATCHUP,Hwei,45.45,
gwen,WEAK_MATCHUP,Corki,46.53,
gwen,WEAK_MATCHUP,Senna,46.95,
gwen,WEAK_MATCHUP,Seraphine,47.06,
gwen,WEAK_MATCHUP,Smolder,47.21,
gwen,WEAK_MATCHUP,Brand,47.28,
gwen,WEAK_MATCHUP,Yunara,47.37,
gwen,WEAK_MATCHUP,Vayne,48.22,
gwen,WEAK_MATCHUP,Kalista,49.57,
gwen,WEAK_MATCHUP,Sivir,50.38,
gwen,WEAK_MATCHUP,Lucian,51.17,
gwen,WEAK_MATCHUP,Aphelios,51.50,
gwen,WEAK_MATCHUP,Mel,51.52,
gwen,WEAK_MATCHUP,Xayah,51.87,
gwen,WEAK_MATCHUP,Jinx,52.03,
gwen,WEAK_MATCHUP,Varus,52.11,
gwen,WEAK_MATCHUP,Miss Fortune,52.17,
gwen,WEAK_MATCHUP,Yasuo,52.33,
gwen,WEAK_MATCHUP,Kog'Maw,52.34,
gwen,WEAK_MATCHUP,Tristana,52.38,
gwen,WEAK_MATCHUP,Caitlyn,52.47,
gwen,WEAK_MATCHUP,Jhin,52.54,
gwen,WEAK_MATCHUP,Ziggs,52.58,
gwen,WEAK_MATCHUP,Draven,53.26,
gwen,WEAK_MATCHUP,Twitch,53.82,
gwen,WEAK_MATCHUP,Ashe,54.85,
gwen,WEAK_MATCHUP,Zeri,54.89,
gwen,WEAK_MATCHUP,Kai'Sa,55.10,
gwen,WEAK_MATCHUP,Ezreal,55.32,
gwen,WEAK_MATCHUP,Swain,57.95,
gwen,GOOD_SYNERGY,,67.61,Ziggs
gwen,GOOD_SYNERGY,,57.47,Seraphine
gwen,GOOD_SYNERGY,,57.09,Senna
gwen,GOOD_SYNERGY,,55.52,Zeri
gwen,GOOD_SYNERGY,,55.14,Corki
gwen,GOOD_SYNERGY,,53.51,Ashe
gwen,GOOD_SYNERGY,,53.38,Xayah
gwen,GOOD_SYNERGY,,53.16,Samira
gwen,GOOD_SYNERGY,,52.35,Smolder
gwen,GOOD_SYNERGY,,52.30,Yunara
gwen,GOOD_SYNERGY,,52.21,Tristana
gwen,GOOD_SYNERGY,,52.16,Jinx
gwen,GOOD_SYNERGY,,51.94,Brand
gwen,GOOD_SYNERGY,,51.22,Caitlyn
gwen,GOOD_SYNERGY,,50.86,Jhin
gwen,GOOD_SYNERGY,,50.71,Twitch
gwen,GOOD_SYNERGY,,50.24,Vayne
gwen,GOOD_SYNERGY,,49.06,Kog'Maw
gwen,GOOD_SYNERGY,,48.97,Miss Fortune
gwen,GOOD_SYNERGY,,48.76,Sivir
gwen,GOOD_SYNERGY,,48.52,Aphelios
gwen,GOOD_SYNERGY,,48.11,Nilah
gwen,GOOD_SYNERGY,,47.80,Kai'Sa
gwen,GOOD_SYNERGY,,47.73,Lucian
gwen,GOOD_SYNERGY,,47.54,Ezreal
gwen,GOOD_SYNERGY,,47.37,Draven
gwen,GOOD_SYNERGY,,41.37,Varus
gwen,GOOD_SYNERGY,,41.09,Kalista
hecarim,WEAK_MATCHUP,Swain,43.88,
hecarim,WEAK_MATCHUP,Senna,47.10,
hecarim,WEAK_MATCHUP,Xayah,47.84,
hecarim,WEAK_MATCHUP,Veigar,47.93,
hecarim,WEAK_MATCHUP,Seraphine,48.33,
hecarim,WEAK_MATCHUP,Brand,48.75,
hecarim,WEAK_MATCHUP,Nilah,48.85,
hecarim,WEAK_MATCHUP,Jinx,49.10,
hecarim,WEAK_MATCHUP,Smolder,49.13,
hecarim,WEAK_MATCHUP,Tristana,49.18,
hecarim,WEAK_MATCHUP,Samira,49.37,
hecarim,WEAK_MATCHUP,Vayne,49.51,
hecarim,WEAK_MATCHUP,Kog'Maw,49.52,
hecarim,WEAK_MATCHUP,Hwei,50.00,
hecarim,WEAK_MATCHUP,Sivir,50.54,
hecarim,WEAK_MATCHUP,Ashe,50.64,
hecarim,WEAK_MATCHUP,Caitlyn,50.77,
hecarim,WEAK_MATCHUP,Draven,51.37,
hecarim,WEAK_MATCHUP,Jhin,51.60,
hecarim,WEAK_MATCHUP,Aphelios,51.83,
hecarim,WEAK_MATCHUP,Zeri,51.96,
hecarim,WEAK_MATCHUP,Varus,52.95,
hecarim,WEAK_MATCHUP,Yunara,53.08,
hecarim,WEAK_MATCHUP,Kalista,53.66,
hecarim,WEAK_MATCHUP,Twitch,53.70,
hecarim,WEAK_MATCHUP,Corki,53.74,
hecarim,WEAK_MATCHUP,Kai'Sa,53.96,
hecarim,WEAK_MATCHUP,Ezreal,54.28,
hecarim,WEAK_MATCHUP,Lucian,54.50,
hecarim,WEAK_MATCHUP,Miss Fortune,54.71,
hecarim,WEAK_MATCHUP,Karthus,55.00,
hecarim,WEAK_MATCHUP,Yasuo,55.48,
hecarim,WEAK_MATCHUP,Ziggs,57.14,
hecarim,WEAK_MATCHUP,Mel,58.28,
hecarim,GOOD_SYNERGY,,59.38,Yasuo
hecarim,GOOD_SYNERGY,,57.11,Senna
hecarim,GOOD_SYNERGY,,54.88,Xayah
hecarim,GOOD_SYNERGY,,53.28,Ashe
hecarim,GOOD_SYNERGY,,53.16,Tristana
hecarim,GOOD_SYNERGY,,53.11,Jinx
hecarim,GOOD_SYNERGY,,52.78,Seraphine
hecarim,GOOD_SYNERGY,,52.63,Kalista
hecarim,GOOD_SYNERGY,,52.27,Veigar
hecarim,GOOD_SYNERGY,,52.10,Twitch
hecarim,GOOD_SYNERGY,,51.79,Ziggs
hecarim,GOOD_SYNERGY,,51.60,Lucian
hecarim,GOOD_SYNERGY,,51.35,Aphelios
hecarim,GOOD_SYNERGY,,51.26,Draven
hecarim,GOOD_SYNERGY,,51.13,Vayne
hecarim,GOOD_SYNERGY,,51.12,Caitlyn
hecarim,GOOD_SYNERGY,,51.05,Sivir
hecarim,GOOD_SYNERGY,,50.93,Smolder
hecarim,GOOD_SYNERGY,,50.83,Xerath
hecarim,GOOD_SYNERGY,,50.59,Brand
hecarim,GOOD_SYNERGY,,50.22,Miss Fortune
hecarim,GOOD_SYNERGY,,50.19,Samira
hecarim,GOOD_SYNERGY,,49.42,Yunara
hecarim,GOOD_SYNERGY,,49.10,Jhin
hecarim,GOOD_SYNERGY,,49.08,Hwei
hecarim,GOOD_SYNERGY,,49.03,Kog'Maw
hecarim,GOOD_SYNERGY,,48.80,Vel'Koz
hecarim,GOOD_SYNERGY,,48.65,Swain
hecarim,GOOD_SYNERGY,,48.46,Kai'Sa
hecarim,GOOD_SYNERGY,,47.75,Ezreal
hecarim,GOOD_SYNERGY,,47.73,Nilah
hecarim,GOOD_SYNERGY,,47.20,Zeri
hecarim,GOOD_SYNERGY,,46.20,Corki
hecarim,GOOD_SYNERGY,,43.12,Varus
hecarim,GOOD_SYNERGY,,42.77,Mel
heimerdinger,WEAK_MATCHUP,Yasuo,40.48,
heimerdinger,WEAK_MATCHUP,Sivir,46.67,
heimerdinger,WEAK_MATCHUP,Senna,46.86,
heimerdinger,WEAK_MATCHUP,Smolder,46.96,
heimerdinger,WEAK_MATCHUP,Jinx,48.21,
heimerdinger,WEAK_MATCHUP,Draven,48.70,
heimerdinger,WEAK_MATCHUP,Twitch,49.15,
heimerdinger,WEAK_MATCHUP,Ziggs,49.15,
heimerdinger,WEAK_MATCHUP,Varus,49.69,
heimerdinger,WEAK_MATCHUP,Mel,50.00,
heimerdinger,WEAK_MATCHUP,Kog'Maw,51.92,
heimerdinger,WEAK_MATCHUP,Ashe,52.57,
heimerdinger,WEAK_MATCHUP,Samira,52.72,
heimerdinger,WEAK_MATCHUP,Hwei,52.83,
heimerdinger,WEAK_MATCHUP,Brand,52.89,
heimerdinger,WEAK_MATCHUP,Lucian,52.98,
heimerdinger,WEAK_MATCHUP,Yunara,53.70,
heimerdinger,WEAK_MATCHUP,Seraphine,53.70,
heimerdinger,WEAK_MATCHUP,Aphelios,54.25,
heimerdinger,WEAK_MATCHUP,Xayah,54.55,
heimerdinger,WEAK_MATCHUP,Zeri,54.55,
heimerdinger,WEAK_MATCHUP,Jhin,54.70,
heimerdinger,WEAK_MATCHUP,Vayne,55.05,
heimerdinger,WEAK_MATCHUP,Ezreal,55.08,
heimerdinger,WEAK_MATCHUP,Caitlyn,55.09,
heimerdinger,WEAK_MATCHUP,Kalista,55.10,
heimerdinger,WEAK_MATCHUP,Miss Fortune,55.25,
heimerdinger,WEAK_MATCHUP,Lux,56.76,
heimerdinger,WEAK_MATCHUP,Kai'Sa,57.44,
heimerdinger,WEAK_MATCHUP,Corki,58.70,
heimerdinger,WEAK_MATCHUP,Tristana,59.07,
heimerdinger,GOOD_SYNERGY,,59.72,Vayne
heimerdinger,GOOD_SYNERGY,,59.46,Swain
heimerdinger,GOOD_SYNERGY,,59.42,Kalista
heimerdinger,GOOD_SYNERGY,,58.21,Jinx
heimerdinger,GOOD_SYNERGY,,58.14,Tristana
heimerdinger,GOOD_SYNERGY,,57.78,Corki
heimerdinger,GOOD_SYNERGY,,57.14,Twitch
heimerdinger,GOOD_SYNERGY,,55.78,Sivir
heimerdinger,GOOD_SYNERGY,,55.56,Brand
heimerdinger,GOOD_SYNERGY,,55.52,Lucian
heimerdinger,GOOD_SYNERGY,,54.76,Nilah
heimerdinger,GOOD_SYNERGY,,54.65,Senna
heimerdinger,GOOD_SYNERGY,,54.49,Yunara
heimerdinger,GOOD_SYNERGY,,54.28,Caitlyn
heimerdinger,GOOD_SYNERGY,,54.22,Zeri
heimerdinger,GOOD_SYNERGY,,53.63,Aphelios
heimerdinger,GOOD_SYNERGY,,52.38,Yasuo
heimerdinger,GOOD_SYNERGY,,51.93,Jhin
heimerdinger,GOOD_SYNERGY,,50.35,Ashe
heimerdinger,GOOD_SYNERGY,,50.24,Samira
heimerdinger,GOOD_SYNERGY,,50.00,Smolder
heimerdinger,GOOD_SYNERGY,,49.36,Miss Fortune
heimerdinger,GOOD_SYNERGY,,49.33,Draven
heimerdinger,GOOD_SYNERGY,,49.31,Xayah
heimerdinger,GOOD_SYNERGY,,48.11,Kai'Sa
heimerdinger,GOOD_SYNERGY,,47.02,Ezreal
heimerdinger,GOOD_SYNERGY,,46.31,Varus
heimerdinger,GOOD_SYNERGY,,46.03,Kog'Maw
heimerdinger,GOOD_SYNERGY,,45.65,Seraphine
hwei,WEAK_MATCHUP,Seraphine,45.73,
hwei,WEAK_MATCHUP,Senna,47.41,
hwei,WEAK_MATCHUP,Tristana,48.60,
hwei,WEAK_MATCHUP,Brand,49.46,
hwei,WEAK_MATCHUP,Twitch,49.64,
hwei,WEAK_MATCHUP,Xayah,50.15,
hwei,WEAK_MATCHUP,Draven,50.39,
hwei,WEAK_MATCHUP,Corki,50.78,
hwei,WEAK_MATCHUP,Lucian,51.14,
hwei,WEAK_MATCHUP,Ashe,51.38,
hwei,WEAK_MATCHUP,Ziggs,51.61,
hwei,WEAK_MATCHUP,Nilah,51.69,
hwei,WEAK_MATCHUP,Zeri,52.12,
hwei,WEAK_MATCHUP,Jinx,52.17,
hwei,WEAK_MATCHUP,Aphelios,52.64,
hwei,WEAK_MATCHUP,Kalista,52.72,
hwei,WEAK_MATCHUP,Yunara,53.23,
hwei,WEAK_MATCHUP,Smolder,53.28,
hwei,WEAK_MATCHUP,Kog'Maw,53.38,
hwei,WEAK_MATCHUP,Veigar,53.65,
hwei,WEAK_MATCHUP,Vayne,53.79,
hwei,WEAK_MATCHUP,Samira,53.95,
hwei,WEAK_MATCHUP,Jhin,54.00,
hwei,WEAK_MATCHUP,Swain,54.24,
hwei,WEAK_MATCHUP,Sivir,54.26,
hwei,WEAK_MATCHUP,Caitlyn,54.64,
hwei,WEAK_MATCHUP,Ezreal,54.72,
hwei,WEAK_MATCHUP,Kai'Sa,54.83,
hwei,WEAK_MATCHUP,Mel,56.47,
hwei,WEAK_MATCHUP,Miss Fortune,56.52,
hwei,WEAK_MATCHUP,Varus,57.07,
hwei,GOOD_SYNERGY,,59.39,Nilah
hwei,GOOD_SYNERGY,,57.05,Senna
hwei,GOOD_SYNERGY,,56.04,Kalista
hwei,GOOD_SYNERGY,,55.98,Swain
hwei,GOOD_SYNERGY,,55.77,Seraphine
hwei,GOOD_SYNERGY,,55.54,Xayah
hwei,GOOD_SYNERGY,,55.04,Tristana
hwei,GOOD_SYNERGY,,54.64,Aphelios
hwei,GOOD_SYNERGY,,54.47,Jinx
hwei,GOOD_SYNERGY,,54.45,Vayne
hwei,GOOD_SYNERGY,,53.33,Ziggs
hwei,GOOD_SYNERGY,,52.86,Yasuo
hwei,GOOD_SYNERGY,,52.65,Samira
hwei,GOOD_SYNERGY,,52.20,Kog'Maw
hwei,GOOD_SYNERGY,,52.06,Miss Fortune
hwei,GOOD_SYNERGY,,51.95,Lucian
hwei,GOOD_SYNERGY,,51.56,Twitch
hwei,GOOD_SYNERGY,,51.53,Jhin
hwei,GOOD_SYNERGY,,50.84,Sivir
hwei,GOOD_SYNERGY,,50.76,Kai'Sa
hwei,GOOD_SYNERGY,,50.56,Ashe
hwei,GOOD_SYNERGY,,50.36,Brand
hwei,GOOD_SYNERGY,,50.26,Ezreal
hwei,GOOD_SYNERGY,,50.26,Draven
hwei,GOOD_SYNERGY,,50.16,Yunara
hwei,GOOD_SYNERGY,,50.04,Smolder
hwei,GOOD_SYNERGY,,49.82,Caitlyn
hwei,GOOD_SYNERGY,,49.64,Zeri
hwei,GOOD_SYNERGY,,49.48,Varus
hwei,GOOD_SYNERGY,,49.48,Corki
illaoi,WEAK_MATCHUP,Seraphine,43.22,
illaoi,WEAK_MATCHUP,Nilah,46.00,
illaoi,WEAK_MATCHUP,Xayah,47.14,
illaoi,WEAK_MATCHUP,Kog'Maw,47.62,
illaoi,WEAK_MATCHUP,Smolder,47.82,
illaoi,WEAK_MATCHUP,Senna,48.37,
illaoi,WEAK_MATCHUP,Jinx,50.23,
illaoi,WEAK_MATCHUP,Draven,50.61,
illaoi,WEAK_MATCHUP,Veigar,50.65,
illaoi,WEAK_MATCHUP,Twitch,50.75,
illaoi,WEAK_MATCHUP,Zeri,50.85,
illaoi,WEAK_MATCHUP,Samira,51.06,
illaoi,WEAK_MATCHUP,Sivir,51.35,
illaoi,WEAK_MATCHUP,Vayne,51.49,
illaoi,WEAK_MATCHUP,Varus,51.76,
illaoi,WEAK_MATCHUP,Kai'Sa,51.92,
illaoi,WEAK_MATCHUP,Ziggs,52.34,
illaoi,WEAK_MATCHUP,Yunara,52.70,
illaoi,WEAK_MATCHUP,Tristana,52.75,
illaoi,WEAK_MATCHUP,Ashe,52.77,
illaoi,WEAK_MATCHUP,Swain,52.78,
illaoi,WEAK_MATCHUP,Jhin,53.41,
illaoi,WEAK_MATCHUP,Brand,53.48,
illaoi,WEAK_MATCHUP,Ezreal,53.79,
illaoi,WEAK_MATCHUP,Mel,54.12,
illaoi,WEAK_MATCHUP,Lucian,54.56,
illaoi,WEAK_MATCHUP,Yasuo,55.56,
illaoi,WEAK_MATCHUP,Miss Fortune,55.58,
illaoi,WEAK_MATCHUP,Kalista,55.88,
illaoi,WEAK_MATCHUP,Caitlyn,56.10,
illaoi,WEAK_MATCHUP,Hwei,56.18,
illaoi,WEAK_MATCHUP,Aphelios,57.76,
illaoi,WEAK_MATCHUP,Corki,59.43,
illaoi,GOOD_SYNERGY,,66.32,Veigar
illaoi,GOOD_SYNERGY,,58.65,Brand
illaoi,GOOD_SYNERGY,,58.14,Hwei
illaoi,GOOD_SYNERGY,,57.35,Tristana
illaoi,GOOD_SYNERGY,,56.73,Senna
illaoi,GOOD_SYNERGY,,56.10,Kalista
illaoi,GOOD_SYNERGY,,55.88,Vayne
illaoi,GOOD_SYNERGY,,55.21,Aphelios
illaoi,GOOD_SYNERGY,,54.92,Seraphine
illaoi,GOOD_SYNERGY,,54.90,Nilah
illaoi,GOOD_SYNERGY,,54.56,Kai'Sa
illaoi,GOOD_SYNERGY,,54.46,Mel
illaoi,GOOD_SYNERGY,,54.32,Twitch
illaoi,GOOD_SYNERGY,,53.93,Smolder
illaoi,GOOD_SYNERGY,,53.75,Xayah
illaoi,GOOD_SYNERGY,,53.64,Jinx
illaoi,GOOD_SYNERGY,,53.38,Ziggs
illaoi,GOOD_SYNERGY,,52.88,Ashe
illaoi,GOOD_SYNERGY,,52.48,Miss Fortune
illaoi,GOOD_SYNERGY,,51.99,Sivir
illaoi,GOOD_SYNERGY,,51.94,Draven
illaoi,GOOD_SYNERGY,,51.22,Jhin
illaoi,GOOD_SYNERGY,,50.00,Swain
illaoi,GOOD_SYNERGY,,50.00,Yasuo
illaoi,GOOD_SYNERGY,,49.60,Samira
illaoi,GOOD_SYNERGY,,49.33,Corki
illaoi,GOOD_SYNERGY,,49.31,Kog'Maw
illaoi,GOOD_SYNERGY,,49.03,Ezreal
illaoi,GOOD_SYNERGY,,48.99,Caitlyn
illaoi,GOOD_SYNERGY,,48.23,Lucian
illaoi,GOOD_SYNERGY,,46.41,Varus
illaoi,GOOD_SYNERGY,,46.38,Zeri
illaoi,GOOD_SYNERGY,,45.00,Lux
illaoi,GOOD_SYNERGY,,44.92,Yunara
irelia,WEAK_MATCHUP,Kalista,41.50,
irelia,WEAK_MATCHUP,Seraphine,43.24,
irelia,WEAK_MATCHUP,Yasuo,45.16,
irelia,WEAK_MATCHUP,Brand,47.72,
irelia,WEAK_MATCHUP,Senna,47.76,
irelia,WEAK_MATCHUP,Kog'Maw,48.68,
irelia,WEAK_MATCHUP,Jinx,48.98,
irelia,WEAK_MATCHUP,Hwei,49.38,
irelia,WEAK_MATCHUP,Draven,49.47,
irelia,WEAK_MATCHUP,Vayne,49.84,
irelia,WEAK_MATCHUP,Ashe,49.96,
irelia,WEAK_MATCHUP,Tristana,50.69,
irelia,WEAK_MATCHUP,Ziggs,50.70,
irelia,WEAK_MATCHUP,Corki,50.85,
irelia,WEAK_MATCHUP,Smolder,51.08,
irelia,WEAK_MATCHUP,Jhin,51.44,
irelia,WEAK_MATCHUP,Ezreal,51.79,
irelia,WEAK_MATCHUP,Xayah,52.11,
irelia,WEAK_MATCHUP,Lucian,52.15,
irelia,WEAK_MATCHUP,Aphelios,52.16,
irelia,WEAK_MATCHUP,Samira,52.50,
irelia,WEAK_MATCHUP,Zeri,52.63,
irelia,WEAK_MATCHUP,Caitlyn,52.94,
irelia,WEAK_MATCHUP,Miss Fortune,53.04,
irelia,WEAK_MATCHUP,Yunara,53.16,
irelia,WEAK_MATCHUP,Kai'Sa,53.92,
irelia,WEAK_MATCHUP,Twitch,53.93,
irelia,WEAK_MATCHUP,Varus,55.35,
irelia,WEAK_MATCHUP,Sivir,56.25,
irelia,WEAK_MATCHUP,Swain,56.88,
irelia,WEAK_MATCHUP,Mel,59.13,
irelia,GOOD_SYNERGY,,62.90,Veigar
irelia,GOOD_SYNERGY,,59.89,Hwei
irelia,GOOD_SYNERGY,,57.74,Senna
irelia,GOOD_SYNERGY,,57.45,Xerath
irelia,GOOD_SYNERGY,,55.61,Seraphine
irelia,GOOD_SYNERGY,,55.51,Ziggs
irelia,GOOD_SYNERGY,,55.00,Xayah
irelia,GOOD_SYNERGY,,53.64,Tristana
irelia,GOOD_SYNERGY,,52.80,Smolder
irelia,GOOD_SYNERGY,,52.56,Nilah
irelia,GOOD_SYNERGY,,52.24,Sivir
irelia,GOOD_SYNERGY,,52.11,Jinx
irelia,GOOD_SYNERGY,,51.95,Vayne
irelia,GOOD_SYNERGY,,51.77,Twitch
irelia,GOOD_SYNERGY,,50.86,Brand
irelia,GOOD_SYNERGY,,50.85,Ashe
irelia,GOOD_SYNERGY,,50.72,Draven
irelia,GOOD_SYNERGY,,50.32,Jhin
irelia,GOOD_SYNERGY,,50.00,Kog'Maw
irelia,GOOD_SYNERGY,,49.81,Kai'Sa
irelia,GOOD_SYNERGY,,49.74,Caitlyn
irelia,GOOD_SYNERGY,,49.66,Swain
irelia,GOOD_SYNERGY,,49.55,Aphelios
irelia,GOOD_SYNERGY,,49.43,Lucian
irelia,GOOD_SYNERGY,,49.27,Ezreal
irelia,GOOD_SYNERGY,,49.03,Samira
irelia,GOOD_SYNERGY,,48.80,Kalista
irelia,GOOD_SYNERGY,,48.58,Miss Fortune
irelia,GOOD_SYNERGY,,48.45,Varus
irelia,GOOD_SYNERGY,,47.61,Zeri
irelia,GOOD_SYNERGY,,46.10,Corki
irelia,GOOD_SYNERGY,,45.71,Yunara
irelia,GOOD_SYNERGY,,44.17,Mel
ivern,WEAK_MATCHUP,Karthus,36.84,
ivern,WEAK_MATCHUP,Nilah,40.00,
ivern,WEAK_MATCHUP,Yunara,46.79,
ivern,WEAK_MATCHUP,Miss Fortune,46.84,
ivern,WEAK_MATCHUP,Swain,46.94,
ivern,WEAK_MATCHUP,Seraphine,47.17,
ivern,WEAK_MATCHUP,Veigar,47.50,
ivern,WEAK_MATCHUP,Hwei,47.54,
ivern,WEAK_MATCHUP,Kalista,48.21,
