champion,category,vs_champ,value,with_champ
aatrox,WEAK_MATCHUP,Senna,45.30,
aatrox,WEAK_MATCHUP,Swain,46.52,
aatrox,WEAK_MATCHUP,Brand,47.18,
aatrox,WEAK_MATCHUP,Hwei,47.84,
aatrox,WEAK_MATCHUP,Nilah,48.12,
aatrox,WEAK_MATCHUP,Teemo,48.72,
aatrox,WEAK_MATCHUP,Kalista,48.73,
aatrox,WEAK_MATCHUP,Seraphine,49.24,
aatrox,WEAK_MATCHUP,Tristana,49.68,
aatrox,WEAK_MATCHUP,Vayne,50.22,
aatrox,WEAK_MATCHUP,Sivir,50.31,
aatrox,WEAK_MATCHUP,Samira,50.40,
aatrox,WEAK_MATCHUP,Jinx,50.89,
aatrox,WEAK_MATCHUP,Lucian,51.07,
aatrox,WEAK_MATCHUP,Xayah,51.50,
aatrox,WEAK_MATCHUP,Yasuo,51.52,
aatrox,WEAK_MATCHUP,Corki,51.59,
aatrox,WEAK_MATCHUP,Ashe,51.68,
aatrox,WEAK_MATCHUP,Jhin,51.88,
aatrox,WEAK_MATCHUP,Zeri,52.48,
aatrox,WEAK_MATCHUP,Twitch,52.61,
aatrox,WEAK_MATCHUP,Kai'Sa,53.10,
aatrox,WEAK_MATCHUP,Varus,53.18,
aatrox,WEAK_MATCHUP,Smolder,53.23,
aatrox,WEAK_MATCHUP,Draven,53.46,
aatrox,WEAK_MATCHUP,Ziggs,53.48,
aatrox,WEAK_MATCHUP,Yunara,53.80,
aatrox,WEAK_MATCHUP,Ezreal,53.85,
aatrox,WEAK_MATCHUP,Caitlyn,53.94,
aatrox,WEAK_MATCHUP,Mel,54.04,
aatrox,WEAK_MATCHUP,Kog'Maw,54.75,
aatrox,WEAK_MATCHUP,Miss Fortune,54.83,
aatrox,WEAK_MATCHUP,Aphelios,55.08,
aatrox,GOOD_SYNERGY,,58.15,Seraphine
aatrox,GOOD_SYNERGY,,56.37,Senna
aatrox,GOOD_SYNERGY,,56.31,Nilah
aatrox,GOOD_SYNERGY,,55.29,Hwei
aatrox,GOOD_SYNERGY,,54.83,Brand
aatrox,GOOD_SYNERGY,,54.50,Ziggs
aatrox,GOOD_SYNERGY,,53.95,Kog'Maw
aatrox,GOOD_SYNERGY,,53.23,Draven
aatrox,GOOD_SYNERGY,,52.97,Twitch
aatrox,GOOD_SYNERGY,,52.71,Vayne
aatrox,GOOD_SYNERGY,,52.62,Jinx
aatrox,GOOD_SYNERGY,,52.45,Smolder
aatrox,GOOD_SYNERGY,,52.24,Swain
aatrox,GOOD_SYNERGY,,51.49,Yunara
aatrox,GOOD_SYNERGY,,51.34,Miss Fortune
aatrox,GOOD_SYNERGY,,51.27,Kai'Sa
aatrox,GOOD_SYNERGY,,51.19,Caitlyn
aatrox,GOOD_SYNERGY,,50.98,Aphelios
aatrox,GOOD_SYNERGY,,50.95,Ashe
aatrox,GOOD_SYNERGY,,50.89,Lucian
aatrox,GOOD_SYNERGY,,50.87,Xayah
aatrox,GOOD_SYNERGY,,50.66,Samira
aatrox,GOOD_SYNERGY,,50.49,Zeri
aatrox,GOOD_SYNERGY,,50.45,Sivir
aatrox,GOOD_SYNERGY,,50.38,Tristana
aatrox,GOOD_SYNERGY,,50.35,Jhin
aatrox,GOOD_SYNERGY,,49.35,Mel
aatrox,GOOD_SYNERGY,,48.38,Corki
aatrox,GOOD_SYNERGY,,48.04,Kalista
aatrox,GOOD_SYNERGY,,47.96,Ezreal
aatrox,GOOD_SYNERGY,,47.15,Varus
ahri,WEAK_MATCHUP,Seraphine,46.90,
ahri,WEAK_MATCHUP,Senna,48.95,
ahri,WEAK_MATCHUP,Hwei,49.41,
ahri,WEAK_MATCHUP,Samira,49.66,
ahri,WEAK_MATCHUP,Draven,49.69,
ahri,WEAK_MATCHUP,Nilah,50.13,
ahri,WEAK_MATCHUP,Jinx,50.18,
ahri,WEAK_MATCHUP,Tristana,50.31,
ahri,WEAK_MATCHUP,Brand,50.45,
ahri,WEAK_MATCHUP,Swain,50.60,
ahri,WEAK_MATCHUP,Sivir,50.70,
ahri,WEAK_MATCHUP,Ziggs,50.91,
ahri,WEAK_MATCHUP,Ashe,51.07,
ahri,WEAK_MATCHUP,Aphelios,51.32,
ahri,WEAK_MATCHUP,Xayah,51.44,
ahri,WEAK_MATCHUP,Twitch,51.82,
ahri,WEAK_MATCHUP,Smolder,51.87,
ahri,WEAK_MATCHUP,Zeri,52.01,
ahri,WEAK_MATCHUP,Kog'Maw,52.47,
ahri,WEAK_MATCHUP,Vayne,52.73,
ahri,WEAK_MATCHUP,Yunara,52.82,
ahri,WEAK_MATCHUP,Caitlyn,53.25,
ahri,WEAK_MATCHUP,Corki,54.00,
ahri,WEAK_MATCHUP,Varus,54.05,
ahri,WEAK_MATCHUP,Kai'Sa,54.24,
ahri,WEAK_MATCHUP,Lucian,54.48,
ahri,WEAK_MATCHUP,Jhin,55.09,
ahri,WEAK_MATCHUP,Ezreal,55.18,
ahri,WEAK_MATCHUP,Miss Fortune,55.24,
ahri,WEAK_MATCHUP,Kalista,56.84,
ahri,GOOD_SYNERGY,,57.81,Seraphine
ahri,GOOD_SYNERGY,,56.38,Senna
ahri,GOOD_SYNERGY,,55.37,Nilah
ahri,GOOD_SYNERGY,,54.66,Yasuo
ahri,GOOD_SYNERGY,,54.16,Smolder
ahri,GOOD_SYNERGY,,54.11,Miss Fortune
ahri,GOOD_SYNERGY,,53.90,Tristana
ahri,GOOD_SYNERGY,,53.73,Jinx
ahri,GOOD_SYNERGY,,53.64,Twitch
ahri,GOOD_SYNERGY,,53.46,Vayne
ahri,GOOD_SYNERGY,,53.34,Xayah
ahri,GOOD_SYNERGY,,53.14,Zeri
ahri,GOOD_SYNERGY,,52.35,Ashe
ahri,GOOD_SYNERGY,,51.85,Brand
ahri,GOOD_SYNERGY,,51.68,Caitlyn
ahri,GOOD_SYNERGY,,51.64,Kai'Sa
ahri,GOOD_SYNERGY,,51.60,Lucian
ahri,GOOD_SYNERGY,,50.99,Corki
ahri,GOOD_SYNERGY,,50.94,Yunara
ahri,GOOD_SYNERGY,,50.67,Draven
ahri,GOOD_SYNERGY,,50.48,Jhin
ahri,GOOD_SYNERGY,,50.41,Varus
ahri,GOOD_SYNERGY,,50.19,Kog'Maw
ahri,GOOD_SYNERGY,,50.12,Sivir
ahri,GOOD_SYNERGY,,49.65,Samira
ahri,GOOD_SYNERGY,,49.54,Ezreal
ahri,GOOD_SYNERGY,,49.19,Aphelios
ahri,GOOD_SYNERGY,,49.05,Kalista
ahri,GOOD_SYNERGY,,47.64,Swain
ahri,GOOD_SYNERGY,,46.48,Ziggs
akali,WEAK_MATCHUP,Hwei,42.55,
akali,WEAK_MATCHUP,Yasuo,42.92,
akali,WEAK_MATCHUP,Seraphine,44.49,
akali,WEAK_MATCHUP,Swain,44.50,
akali,WEAK_MATCHUP,Xerath,45.73,
akali,WEAK_MATCHUP,Vayne,46.59,
akali,WEAK_MATCHUP,Ziggs,46.96,
akali,WEAK_MATCHUP,Kog'Maw,47.08,
akali,WEAK_MATCHUP,Senna,47.30,
akali,WEAK_MATCHUP,Jinx,47.90,
akali,WEAK_MATCHUP,Tristana,48.87,
akali,WEAK_MATCHUP,Samira,49.23,
akali,WEAK_MATCHUP,Aphelios,49.76,
akali,WEAK_MATCHUP,Nilah,49.76,
akali,WEAK_MATCHUP,Draven,49.93,
akali,WEAK_MATCHUP,Zeri,50.07,
akali,WEAK_MATCHUP,Sivir,50.48,
akali,WEAK_MATCHUP,Caitlyn,50.50,
akali,WEAK_MATCHUP,Ashe,50.56,
akali,WEAK_MATCHUP,Lucian,50.77,
akali,WEAK_MATCHUP,Brand,51.19,
akali,WEAK_MATCHUP,Twitch,51.52,
akali,WEAK_MATCHUP,Kai'Sa,51.89,
akali,WEAK_MATCHUP,Smolder,52.59,
akali,WEAK_MATCHUP,Kalista,52.99,
akali,WEAK_MATCHUP,Yunara,53.15,
akali,WEAK_MATCHUP,Jhin,53.36,
akali,WEAK_MATCHUP,Ezreal,53.65,
akali,WEAK_MATCHUP,Miss Fortune,53.99,
akali,WEAK_MATCHUP,Corki,54.00,
akali,WEAK_MATCHUP,Xayah,54.03,
akali,WEAK_MATCHUP,Mel,55.23,
akali,WEAK_MATCHUP,Varus,55.28,
akali,GOOD_SYNERGY,,56.90,Senna
akali,GOOD_SYNERGY,,56.83,Ziggs
akali,GOOD_SYNERGY,,55.26,Seraphine
akali,GOOD_SYNERGY,,54.37,Corki
akali,GOOD_SYNERGY,,54.29,Brand
akali,GOOD_SYNERGY,,52.60,Zeri
akali,GOOD_SYNERGY,,52.20,Vayne
akali,GOOD_SYNERGY,,52.11,Yasuo
akali,GOOD_SYNERGY,,51.88,Xayah
akali,GOOD_SYNERGY,,51.72,Jinx
akali,GOOD_SYNERGY,,51.69,Smolder
akali,GOOD_SYNERGY,,51.66,Sivir
akali,GOOD_SYNERGY,,51.36,Nilah
akali,GOOD_SYNERGY,,51.20,Tristana
akali,GOOD_SYNERGY,,50.68,Kalista
akali,GOOD_SYNERGY,,50.67,Twitch
akali,GOOD_SYNERGY,,50.41,Caitlyn
akali,GOOD_SYNERGY,,50.18,Aphelios
akali,GOOD_SYNERGY,,49.97,Lucian
akali,GOOD_SYNERGY,,49.80,Ashe
akali,GOOD_SYNERGY,,49.60,Jhin
akali,GOOD_SYNERGY,,49.57,Samira
akali,GOOD_SYNERGY,,49.35,Kog'Maw
akali,GOOD_SYNERGY,,49.20,Yunara
akali,GOOD_SYNERGY,,48.26,Draven
akali,GOOD_SYNERGY,,48.23,Kai'Sa
akali,GOOD_SYNERGY,,47.99,Ezreal
akali,GOOD_SYNERGY,,47.83,Varus
akali,GOOD_SYNERGY,,47.42,Miss Fortune
akshan,WEAK_MATCHUP,Kalista,41.13,
akshan,WEAK_MATCHUP,Seraphine,43.88,
akshan,WEAK_MATCHUP,Senna,45.38,
akshan,WEAK_MATCHUP,Nilah,45.74,
akshan,WEAK_MATCHUP,Swain,46.51,
akshan,WEAK_MATCHUP,Miss Fortune,46.77,
akshan,WEAK_MATCHUP,Xayah,48.03,
akshan,WEAK_MATCHUP,Yunara,48.07,
akshan,WEAK_MATCHUP,Brand,48.40,
akshan,WEAK_MATCHUP,Xerath,48.65,
akshan,WEAK_MATCHUP,Samira,48.73,
akshan,WEAK_MATCHUP,Kog'Maw,49.17,
akshan,WEAK_MATCHUP,Aphelios,49.37,
akshan,WEAK_MATCHUP,Tristana,49.46,
akshan,WEAK_MATCHUP,Jinx,49.77,
akshan,WEAK_MATCHUP,Veigar,50.00,
akshan,WEAK_MATCHUP,Zeri,51.59,
akshan,WEAK_MATCHUP,Hwei,51.69,
akshan,WEAK_MATCHUP,Kai'Sa,52.66,
akshan,WEAK_MATCHUP,Ashe,52.74,
akshan,WEAK_MATCHUP,Draven,52.91,
akshan,WEAK_MATCHUP,Jhin,53.24,
akshan,WEAK_MATCHUP,Lucian,53.63,
akshan,WEAK_MATCHUP,Caitlyn,53.89,
akshan,WEAK_MATCHUP,Smolder,53.94,
akshan,WEAK_MATCHUP,Vayne,54.86,
akshan,WEAK_MATCHUP,Corki,55.75,
akshan,WEAK_MATCHUP,Sivir,56.41,
akshan,WEAK_MATCHUP,Twitch,56.84,
akshan,WEAK_MATCHUP,Mel,57.27,
akshan,WEAK_MATCHUP,Varus,57.56,
akshan,WEAK_MATCHUP,Ezreal,58.96,
akshan,WEAK_MATCHUP,Ziggs,62.50,
akshan,GOOD_SYNERGY,,62.04,Veigar
akshan,GOOD_SYNERGY,,60.87,Xerath
akshan,GOOD_SYNERGY,,59.60,Sivir
akshan,GOOD_SYNERGY,,59.38,Karthus
akshan,GOOD_SYNERGY,,57.78,Lux
akshan,GOOD_SYNERGY,,57.64,Senna
akshan,GOOD_SYNERGY,,56.91,Vel'Koz
akshan,GOOD_SYNERGY,,55.26,Aurelion Sol
akshan,GOOD_SYNERGY,,55.21,Kog'Maw
akshan,GOOD_SYNERGY,,55.05,Vladimir
akshan,GOOD_SYNERGY,,54.46,Hwei
akshan,GOOD_SYNERGY,,54.21,Ashe
akshan,GOOD_SYNERGY,,53.64,Ziggs
akshan,GOOD_SYNERGY,,53.47,Brand
akshan,GOOD_SYNERGY,,53.38,Draven
akshan,GOOD_SYNERGY,,53.09,Syndra
akshan,GOOD_SYNERGY,,53.00,Tristana
akshan,GOOD_SYNERGY,,53.00,Samira
akshan,GOOD_SYNERGY,,52.86,Smolder
akshan,GOOD_SYNERGY,,52.40,Yunara
akshan,GOOD_SYNERGY,,52.35,Jinx
akshan,GOOD_SYNERGY,,50.76,Varus
akshan,GOOD_SYNERGY,,50.61,Kai'Sa
akshan,GOOD_SYNERGY,,50.60,Swain
akshan,GOOD_SYNERGY,,50.45,Seraphine
akshan,GOOD_SYNERGY,,50.44,Caitlyn
akshan,GOOD_SYNERGY,,50.26,Twitch
akshan,GOOD_SYNERGY,,49.50,Kalista
akshan,GOOD_SYNERGY,,49.24,Vayne
akshan,GOOD_SYNERGY,,48.35,Xayah
akshan,GOOD_SYNERGY,,48.32,Miss Fortune
akshan,GOOD_SYNERGY,,48.10,Jhin
akshan,GOOD_SYNERGY,,48.07,Ezreal
akshan,GOOD_SYNERGY,,47.98,Aphelios
akshan,GOOD_SYNERGY,,47.95,Nilah
akshan,GOOD_SYNERGY,,47.85,Lucian
akshan,GOOD_SYNERGY,,47.68,Zeri
akshan,GOOD_SYNERGY,,47.09,Mel
akshan,GOOD_SYNERGY,,38.46,Katarina
alistar,WEAK_MATCHUP,Swain,41.88,
alistar,WEAK_MATCHUP,Senna,44.47,
alistar,WEAK_MATCHUP,Seraphine,46.47,
alistar,WEAK_MATCHUP,Yunara,46.94,
alistar,WEAK_MATCHUP,Corki,47.22,
alistar,WEAK_MATCHUP,Smolder,47.80,
alistar,WEAK_MATCHUP,Jinx,47.84,
alistar,WEAK_MATCHUP,Zeri,48.23,
alistar,WEAK_MATCHUP,Ziggs,48.28,
alistar,WEAK_MATCHUP,Xayah,48.72,
alistar,WEAK_MATCHUP,Tristana,49.90,
alistar,WEAK_MATCHUP,Ashe,50.09,
alistar,WEAK_MATCHUP,Vayne,50.14,
alistar,WEAK_MATCHUP,Lucian,51.26,
alistar,WEAK_MATCHUP,Mel,51.83,
alistar,WEAK_MATCHUP,Ezreal,52.31,
alistar,WEAK_MATCHUP,Brand,52.51,
alistar,WEAK_MATCHUP,Aphelios,52.53,
alistar,WEAK_MATCHUP,Miss Fortune,52.59,
alistar,WEAK_MATCHUP,Draven,52.76,
alistar,WEAK_MATCHUP,Caitlyn,53.62,
alistar,WEAK_MATCHUP,Nilah,53.85,
alistar,WEAK_MATCHUP,Sivir,53.90,
alistar,WEAK_MATCHUP,Kai'Sa,53.94,
alistar,WEAK_MATCHUP,Jhin,54.75,
alistar,WEAK_MATCHUP,Yasuo,55.13,
alistar,WEAK_MATCHUP,Varus,55.43,
alistar,WEAK_MATCHUP,Twitch,55.80,
alistar,WEAK_MATCHUP,Kalista,56.20,
alistar,WEAK_MATCHUP,Kog'Maw,57.22,
alistar,WEAK_MATCHUP,Hwei,57.49,
alistar,WEAK_MATCHUP,Samira,57.64,
alistar,GOOD_SYNERGY,,59.76,Veigar
alistar,GOOD_SYNERGY,,57.60,Xerath
alistar,GOOD_SYNERGY,,57.35,Senna
alistar,GOOD_SYNERGY,,55.87,Yasuo
alistar,GOOD_SYNERGY,,55.83,Seraphine
alistar,GOOD_SYNERGY,,55.61,Ziggs
alistar,GOOD_SYNERGY,,55.03,Hwei
alistar,GOOD_SYNERGY,,54.85,Jinx
alistar,GOOD_SYNERGY,,53.79,Zeri
alistar,GOOD_SYNERGY,,53.43,Sivir
alistar,GOOD_SYNERGY,,53.29,Smolder
alistar,GOOD_SYNERGY,,52.88,Xayah
alistar,GOOD_SYNERGY,,52.69,Mel
alistar,GOOD_SYNERGY,,52.63,Swain
alistar,GOOD_SYNERGY,,51.50,Miss Fortune
alistar,GOOD_SYNERGY,,51.35,Jhin
alistar,GOOD_SYNERGY,,51.08,Brand
alistar,GOOD_SYNERGY,,50.99,Draven
alistar,GOOD_SYNERGY,,50.97,Vayne
alistar,GOOD_SYNERGY,,50.94,Samira
alistar,GOOD_SYNERGY,,50.75,Yunara
alistar,GOOD_SYNERGY,,50.39,Kog'Maw
alistar,GOOD_SYNERGY,,50.16,Ashe
alistar,GOOD_SYNERGY,,49.28,Nilah
alistar,GOOD_SYNERGY,,49.18,Tristana
alistar,GOOD_SYNERGY,,49.04,Caitlyn
alistar,GOOD_SYNERGY,,48.65,Aphelios
alistar,GOOD_SYNERGY,,48.60,Kalista
alistar,GOOD_SYNERGY,,47.79,Kai'Sa
alistar,GOOD_SYNERGY,,47.51,Lucian
alistar,GOOD_SYNERGY,,47.39,Varus
alistar,GOOD_SYNERGY,,47.32,Twitch
alistar,GOOD_SYNERGY,,46.58,Ezreal
alistar,GOOD_SYNERGY,,43.98,Corki
ambessa,WEAK_MATCHUP,Mel,44.53,
ambessa,WEAK_MATCHUP,Tristana,44.97,
ambessa,WEAK_MATCHUP,Brand,45.38,
ambessa,WEAK_MATCHUP,Yasuo,46.32,
ambessa,WEAK_MATCHUP,Senna,46.41,
ambessa,WEAK_MATCHUP,Hwei,46.60,
ambessa,WEAK_MATCHUP,Swain,47.06,
ambessa,WEAK_MATCHUP,Zeri,47.36,
ambessa,WEAK_MATCHUP,Seraphine,47.95,
ambessa,WEAK_MATCHUP,Twitch,49.07,
ambessa,WEAK_MATCHUP,Nilah,49.07,
ambessa,WEAK_MATCHUP,Samira,49.15,
ambessa,WEAK_MATCHUP,Xayah,49.35,
ambessa,WEAK_MATCHUP,Yunara,49.43,
ambessa,WEAK_MATCHUP,Sivir,49.48,
ambessa,WEAK_MATCHUP,Lucian,49.93,
ambessa,WEAK_MATCHUP,Ziggs,50.00,
ambessa,WEAK_MATCHUP,Jhin,50.19,
ambessa,WEAK_MATCHUP,Jinx,50.63,
ambessa,WEAK_MATCHUP,Caitlyn,51.02,
ambessa,WEAK_MATCHUP,Vayne,51.04,
ambessa,WEAK_MATCHUP,Aphelios,51.62,
ambessa,WEAK_MATCHUP,Miss Fortune,51.84,
ambessa,WEAK_MATCHUP,Ashe,52.14,
ambessa,WEAK_MATCHUP,Draven,52.29,
ambessa,WEAK_MATCHUP,Varus,52.54,
ambessa,WEAK_MATCHUP,Kalista,52.63,
ambessa,WEAK_MATCHUP,Kog'Maw,53.69,
ambessa,WEAK_MATCHUP,Ezreal,54.01,
ambessa,WEAK_MATCHUP,Smolder,54.15,
ambessa,WEAK_MATCHUP,Kai'Sa,54.73,
ambessa,WEAK_MATCHUP,Corki,59.23,
ambessa,GOOD_SYNERGY,,65.98,Veigar
ambessa,GOOD_SYNERGY,,62.11,Xerath
ambessa,GOOD_SYNERGY,,56.73,Nilah
ambessa,GOOD_SYNERGY,,55.71,Brand
ambessa,GOOD_SYNERGY,,55.61,Sivir
ambessa,GOOD_SYNERGY,,55.32,Ziggs
ambessa,GOOD_SYNERGY,,54.56,Senna
ambessa,GOOD_SYNERGY,,52.53,Tristana
ambessa,GOOD_SYNERGY,,51.85,Twitch
ambessa,GOOD_SYNERGY,,51.75,Yunara
ambessa,GOOD_SYNERGY,,51.01,Kalista
ambessa,GOOD_SYNERGY,,50.86,Jinx
ambessa,GOOD_SYNERGY,,50.82,Kog'Maw
ambessa,GOOD_SYNERGY,,50.74,Mel
ambessa,GOOD_SYNERGY,,50.66,Miss Fortune
ambessa,GOOD_SYNERGY,,50.43,Swain
ambessa,GOOD_SYNERGY,,50.28,Varus
ambessa,GOOD_SYNERGY,,50.12,Zeri
ambessa,GOOD_SYNERGY,,49.82,Jhin
ambessa,GOOD_SYNERGY,,49.67,Xayah
ambessa,GOOD_SYNERGY,,49.65,Ashe
ambessa,GOOD_SYNERGY,,49.17,Smolder
ambessa,GOOD_SYNERGY,,49.13,Samira
ambessa,GOOD_SYNERGY,,48.92,Seraphine
ambessa,GOOD_SYNERGY,,48.91,Yasuo
ambessa,GOOD_SYNERGY,,48.84,Hwei
ambessa,GOOD_SYNERGY,,48.82,Ezreal
ambessa,GOOD_SYNERGY,,48.53,Draven
ambessa,GOOD_SYNERGY,,48.18,Lucian
ambessa,GOOD_SYNERGY,,48.03,Caitlyn
ambessa,GOOD_SYNERGY,,47.88,Vayne
ambessa,GOOD_SYNERGY,,46.90,Kai'Sa
ambessa,GOOD_SYNERGY,,46.09,Corki
ambessa,GOOD_SYNERGY,,44.98,Aphelios
amumu,WEAK_MATCHUP,Lux,38.60,
amumu,WEAK_MATCHUP,Seraphine,42.86,
amumu,WEAK_MATCHUP,Twitch,46.09,
amumu,WEAK_MATCHUP,Senna,46.45,
amumu,WEAK_MATCHUP,Samira,47.48,
amumu,WEAK_MATCHUP,Hwei,47.67,
amumu,WEAK_MATCHUP,Miss Fortune,47.70,
amumu,WEAK_MATCHUP,Sivir,49.32,
amumu,WEAK_MATCHUP,Jinx,50.00,
amumu,WEAK_MATCHUP,Ashe,50.72,
amumu,WEAK_MATCHUP,Kog'Maw,51.11,
amumu,WEAK_MATCHUP,Lucian,51.37,
amumu,WEAK_MATCHUP,Kalista,51.61,
amumu,WEAK_MATCHUP,Vayne,52.14,
amumu,WEAK_MATCHUP,Caitlyn,52.49,
amumu,WEAK_MATCHUP,Xayah,52.53,
amumu,WEAK_MATCHUP,Veigar,52.63,
amumu,WEAK_MATCHUP,Varus,52.94,
amumu,WEAK_MATCHUP,Ziggs,52.94,
amumu,WEAK_MATCHUP,Aphelios,53.13,
amumu,WEAK_MATCHUP,Brand,53.48,
amumu,WEAK_MATCHUP,Yunara,53.57,
amumu,WEAK_MATCHUP,Tristana,53.87,
amumu,WEAK_MATCHUP,Jhin,54.10,
amumu,WEAK_MATCHUP,Swain,54.29,
amumu,WEAK_MATCHUP,Smolder,54.61,
amumu,WEAK_MATCHUP,Nilah,54.67,
amumu,WEAK_MATCHUP,Zeri,54.93,
amumu,WEAK_MATCHUP,Draven,55.56,
amumu,WEAK_MATCHUP,Kai'Sa,56.21,
amumu,WEAK_MATCHUP,Ezreal,56.76,
amumu,WEAK_MATCHUP,Mel,58.11,
amumu,WEAK_MATCHUP,Corki,62.07,
amumu,GOOD_SYNERGY,,64.38,Corki
amumu,GOOD_SYNERGY,,63.79,Mel
amumu,GOOD_SYNERGY,,59.39,Xayah
amumu,GOOD_SYNERGY,,59.02,Yasuo
amumu,GOOD_SYNERGY,,56.60,Zeri
amumu,GOOD_SYNERGY,,55.71,Jinx
amumu,GOOD_SYNERGY,,55.25,Draven
amumu,GOOD_SYNERGY,,55.24,Vayne
amumu,GOOD_SYNERGY,,54.59,Lucian
amumu,GOOD_SYNERGY,,54.02,Nilah
amumu,GOOD_SYNERGY,,53.42,Ziggs
amumu,GOOD_SYNERGY,,53.40,Kog'Maw
amumu,GOOD_SYNERGY,,53.16,Tristana
amumu,GOOD_SYNERGY,,52.84,Varus
amumu,GOOD_SYNERGY,,52.04,Brand
amumu,GOOD_SYNERGY,,52.03,Ashe
amumu,GOOD_SYNERGY,,51.81,Senna
amumu,GOOD_SYNERGY,,51.74,Samira
amumu,GOOD_SYNERGY,,51.49,Miss Fortune
amumu,GOOD_SYNERGY,,51.47,Smolder
amumu,GOOD_SYNERGY,,50.86,Twitch
amumu,GOOD_SYNERGY,,49.86,Ezreal
amumu,GOOD_SYNERGY,,49.84,Caitlyn
amumu,GOOD_SYNERGY,,49.31,Kai'Sa
amumu,GOOD_SYNERGY,,49.21,Sivir
amumu,GOOD_SYNERGY,,49.18,Kalista
amumu,GOOD_SYNERGY,,48.84,Jhin
amumu,GOOD_SYNERGY,,48.62,Yunara
amumu,GOOD_SYNERGY,,48.26,Aphelios
amumu,GOOD_SYNERGY,,46.58,Hwei
amumu,GOOD_SYNERGY,,45.33,Seraphine
anivia,WEAK_MATCHUP,Hwei,43.16,
anivia,WEAK_MATCHUP,Tristana,43.65,
anivia,WEAK_MATCHUP,Seraphine,44.88,
anivia,WEAK_MATCHUP,Senna,45.13,
anivia,WEAK_MATCHUP,Kog'Maw,46.88,
anivia,WEAK_MATCHUP,Yunara,47.76,
anivia,WEAK_MATCHUP,Lucian,47.93,
anivia,WEAK_MATCHUP,Brand,48.37,
anivia,WEAK_MATCHUP,Nilah,49.07,
anivia,WEAK_MATCHUP,Samira,49.37,
anivia,WEAK_MATCHUP,Zeri,49.86,
anivia,WEAK_MATCHUP,Smolder,50.12,
anivia,WEAK_MATCHUP,Kalista,50.38,
anivia,WEAK_MATCHUP,Kai'Sa,50.59,
anivia,WEAK_MATCHUP,Jinx,50.74,
anivia,WEAK_MATCHUP,Twitch,51.23,
anivia,WEAK_MATCHUP,Ashe,51.50,
anivia,WEAK_MATCHUP,Caitlyn,51.84,
anivia,WEAK_MATCHUP,Vayne,51.85,
anivia,WEAK_MATCHUP,Ziggs,51.88,
anivia,WEAK_MATCHUP,Jhin,51.98,
anivia,WEAK_MATCHUP,Xayah,52.22,
anivia,WEAK_MATCHUP,Miss Fortune,52.73,
anivia,WEAK_MATCHUP,Ezreal,52.94,
anivia,WEAK_MATCHUP,Mel,53.00,
anivia,WEAK_MATCHUP,Draven,53.10,
anivia,WEAK_MATCHUP,Corki,53.64,
anivia,WEAK_MATCHUP,Yasuo,54.00,
anivia,WEAK_MATCHUP,Varus,54.29,
anivia,WEAK_MATCHUP,Aphelios,54.77,
anivia,WEAK_MATCHUP,Sivir,55.29,
anivia,WEAK_MATCHUP,Swain,56.80,
anivia,GOOD_SYNERGY,,57.76,Nilah
anivia,GOOD_SYNERGY,,54.60,Brand
anivia,GOOD_SYNERGY,,54.38,Jinx
anivia,GOOD_SYNERGY,,54.12,Senna
anivia,GOOD_SYNERGY,,53.54,Tristana
anivia,GOOD_SYNERGY,,53.49,Swain
anivia,GOOD_SYNERGY,,52.52,Draven
anivia,GOOD_SYNERGY,,52.27,Xayah
anivia,GOOD_SYNERGY,,52.25,Kalista
anivia,GOOD_SYNERGY,,52.12,Zeri
anivia,GOOD_SYNERGY,,51.30,Yunara
anivia,GOOD_SYNERGY,,50.53,Kai'Sa
anivia,GOOD_SYNERGY,,50.39,Miss Fortune
anivia,GOOD_SYNERGY,,50.21,Smolder
anivia,GOOD_SYNERGY,,50.13,Aphelios
anivia,GOOD_SYNERGY,,49.74,Ashe
anivia,GOOD_SYNERGY,,49.66,Kog'Maw
anivia,GOOD_SYNERGY,,49.63,Jhin
anivia,GOOD_SYNERGY,,49.46,Corki
anivia,GOOD_SYNERGY,,49.38,Lucian
anivia,GOOD_SYNERGY,,49.33,Ezreal
anivia,GOOD_SYNERGY,,48.65,Ziggs
anivia,GOOD_SYNERGY,,48.61,Vayne
anivia,GOOD_SYNERGY,,48.58,Samira
anivia,GOOD_SYNERGY,,48.15,Caitlyn
anivia,GOOD_SYNERGY,,48.07,Sivir
anivia,GOOD_SYNERGY,,47.49,Varus
anivia,GOOD_SYNERGY,,46.91,Mel
anivia,GOOD_SYNERGY,,46.83,Twitch
anivia,GOOD_SYNERGY,,46.07,Seraphine
annie,WEAK_MATCHUP,Katarina,46.05,
annie,WEAK_MATCHUP,Seraphine,46.60,
annie,WEAK_MATCHUP,Senna,47.38,
annie,WEAK_MATCHUP,Mel,47.92,
annie,WEAK_MATCHUP,Twitch,48.15,
annie,WEAK_MATCHUP,Brand,48.99,
annie,WEAK_MATCHUP,Sivir,49.29,
annie,WEAK_MATCHUP,Kog'Maw,49.60,
annie,WEAK_MATCHUP,Ziggs,51.52,
annie,WEAK_MATCHUP,Jinx,52.20,
annie,WEAK_MATCHUP,Miss Fortune,52.24,
annie,WEAK_MATCHUP,Xayah,52.46,
annie,WEAK_MATCHUP,Jhin,52.48,
annie,WEAK_MATCHUP,Zeri,52.51,
